event_id,dataset_type,is_demo,latitude,longitude,acquisition_datetime,satellite,instrument,frp,brightness_temperature_k,firms_confidence,scan_km,track_km,day_night,nearest_facility_type,nearest_facility_distance_m,industrial_context_score,nearest_water_distance_m,dw_water,dw_trees,dw_grass,dw_flooded_vegetation,dw_crops,dw_shrub_scrub,dw_built,dw_bare,dw_snow_ice,dw_dominant_class,dw_confidence,detections_24h,detections_3d,detections_7d,active_days,persistence_duration_days,mean_frp,max_frp,target_class
demo_000129,synthetic_demo,True,18.99148,76.367115,2026-04-08T19:18:00,VIIRS,MODIS,40.917,335.013,92.55,0.373,1.271,D,warehouse,240.96,0.7897,736.01,0.011724,0.004904,0.006677,1e-06,0.040374,0.001215,0.686992,0.246568,0.001545,built,0.686992,2,8,21,18,18,40.81,70.266,Industrial Fire
demo_000111,synthetic_demo,True,18.845154,74.977919,2026-04-23T21:28:00,VIIRS,MODIS,80.082,327.206,91.47,1.239,1.772,N,water,163.85,0.6825,455.37,0.013867,0.014848,0.016437,0.001333,0.1336,0.00096,0.77303,0.045925,1e-06,built,0.77303,3,7,27,21,21,80.929,132.309,Industrial Fire
demo_000039,synthetic_demo,True,21.151042,74.48123,2026-08-23T18:26:00,MODIS,VIIRS,61.013,337.074,73.82,1.209,0.987,D,industrial,134.95,0.723,1392.48,0.080246,0.011597,0.080378,0.017871,0.004139,0.004682,0.376602,0.406445,0.01804,bare,0.406445,5,7,19,18,18,54.844,72.828,Industrial Fire
demo_000303,synthetic_demo,True,23.940309,77.563502,2026-02-01T04:19:00,MODIS,VIIRS,80.386,339.54,96.48,1.758,1.92,D,forest,1766.55,0.0612,123.56,0.009131,0.576731,0.09218,0.000142,0.110551,0.156565,0.013456,0.041217,2.6e-05,trees,0.576731,1,1,1,2,2,75.495,95.167,Wildfire / Natural Fire
demo_000511,synthetic_demo,True,31.052233,73.822823,2026-08-18T08:08:00,VIIRS,MODIS,25.758,330.774,72.38,1.202,1.092,N,farm,983.28,0.2676,436.3,0.056677,0.013642,0.024115,0.035801,0.488516,0.189167,0.086375,0.105708,0.0,crops,0.488516,1,2,3,4,4,24.512,40.389,Agricultural Fire
demo_000236,synthetic_demo,True,22.13446,78.173256,2026-01-22T22:35:00,VIIRS,MODIS,97.021,345.87,67.2,0.703,1.418,D,industrial,1449.18,0.0689,802.45,0.028567,0.718356,0.0015,1.7e-05,0.080924,0.098906,0.020853,0.050877,0.0,trees,0.718356,3,6,7,8,8,68.668,108.205,Wildfire / Natural Fire
demo_000036,synthetic_demo,True,20.447687,72.334223,2026-06-30T10:27:00,MODIS,MODIS,43.719,334.225,92.06,1.24,0.478,D,none,49.15,0.6534,349.56,6e-05,0.005644,0.000872,0.001288,0.038617,0.003848,0.895148,0.054523,0.0,built,0.895148,3,10,22,21,21,41.737,72.26,Industrial Fire
demo_000243,synthetic_demo,True,22.052805,77.317694,2026-08-21T12:48:00,VIIRS,VIIRS,138.994,342.759,73.13,1.407,1.338,D,farm,2029.05,0.0312,2163.94,0.095759,0.487582,0.109183,0.002801,0.048405,0.181135,0.010273,0.064863,0.0,trees,0.487582,1,2,2,2,2,128.463,179.812,Wildfire / Natural Fire
demo_000020,synthetic_demo,True,21.333031,71.967666,2026-06-04T20:57:00,MODIS,MODIS,85.223,329.468,78.46,1.28,0.507,D,warehouse,20.31,0.7502,1223.11,0.034084,0.019294,0.068324,0.004936,0.06609,0.002163,0.351026,0.454083,0.0,bare,0.454083,1,2,3,4,4,84.067,127.151,Industrial Fire
demo_000063,synthetic_demo,True,18.39412,73.864397,2026-08-17T04:57:00,VIIRS,VIIRS,37.432,336.064,85.68,0.701,0.885,N,water,35.99,0.8774,1881.55,0.17498,0.031202,0.075056,2.2e-05,0.002085,0.001256,0.664907,0.050492,1e-06,built,0.664907,3,16,23,20,20,39.164,60.73,Industrial Fire
demo_000661,synthetic_demo,True,23.14001,84.911379,2026-02-12T10:10:00,MODIS,MODIS,159.914,332.651,83.13,1.004,1.294,N,industrial,397.41,0.7843,1018.97,0.011353,0.014113,0.059684,0.048567,8e-06,0.0,0.611433,0.194101,0.060741,built,0.611433,61,61,134,125,125,138.234,245.93,Persistent Thermal Source
demo_000694,synthetic_demo,True,23.101648,85.248662,2026-07-29T18:51:00,VIIRS,VIIRS,116.367,335.329,88.89,1.338,1.783,D,industrial,146.13,0.6191,1668.48,0.004301,0.016823,0.012852,0.093064,0.031778,0.00033,0.637426,0.203427,0.0,built,0.637426,77,466,665,557,557,90.253,116.367,Persistent Thermal Source
demo_000510,synthetic_demo,True,30.448424,74.745093,2026-01-27T09:16:00,MODIS,MODIS,21.867,327.537,93.97,1.219,0.74,D,industrial,1239.06,0.191,1574.3,0.136713,0.023668,0.141157,0.069071,0.309702,0.02924,5.1e-05,0.290398,0.0,crops,0.309702,1,1,2,2,2,17.342,25.147,Agricultural Fire
demo_000462,synthetic_demo,True,31.082934,76.89984,2026-01-11T11:13:00,VIIRS,MODIS,26.844,341.919,91.77,1.427,1.449,D,forest,738.98,0.2528,1220.39,0.036967,0.067544,0.201891,4.6e-05,0.466534,0.002784,0.015481,0.208753,0.0,crops,0.466534,1,2,3,3,3,18.815,30.951,Agricultural Fire
demo_000833,synthetic_demo,True,28.360376,72.462685,2026-07-03T21:13:00,VIIRS,VIIRS,18.89,315.408,36.04,0.596,1.399,D,water,1144.81,0.1398,822.55,0.00322,0.172789,0.114822,0.011186,0.036292,0.247127,0.024469,0.390017,7.7e-05,bare,0.390017,4,5,10,13,13,15.102,20.245,Unknown / Other
demo_000267,synthetic_demo,True,21.327058,78.607083,2026-06-09T06:52:00,MODIS,VIIRS,86.936,344.883,75.0,1.246,0.863,D,farm,4678.14,0.0136,620.88,0.001886,0.7189,0.049305,0.074123,0.007232,0.140378,0.001001,0.007175,0.0,trees,0.7189,1,1,1,1,1,87.275,114.192,Wildfire / Natural Fire
demo_000509,synthetic_demo,True,28.97375,75.506181,2026-08-07T07:29:00,VIIRS,VIIRS,47.822,315.864,63.35,0.744,1.398,N,industrial,1241.12,0.1417,1895.14,0.073072,0.038153,0.18347,7e-06,0.589516,0.007371,0.01007,0.097173,0.001167,crops,0.589516,2,4,5,4,4,38.198,47.822,Agricultural Fire
demo_000743,synthetic_demo,True,23.062322,85.808268,2026-08-11T15:27:00,MODIS,MODIS,106.62,339.414,80.24,1.688,0.89,N,industrial,102.77,0.8626,903.93,0.066524,0.072531,0.064414,0.016411,0.014878,8.1e-05,0.682864,0.082253,4.4e-05,built,0.682864,96,140,237,239,239,79.001,133.264,Persistent Thermal Source
demo_000836,synthetic_demo,True,26.870788,72.841967,2026-05-01T20:44:00,MODIS,VIIRS,34.403,322.025,40.64,0.397,0.952,D,farm,812.01,0.1336,631.79,0.046255,0.319821,0.039319,0.053669,0.025632,0.11626,0.19382,0.205223,0.0,trees,0.319821,2,6,6,7,7,25.256,43.617,Unknown / Other
demo_000422,synthetic_demo,True,31.243401,73.494057,2026-07-24T13:20:00,MODIS,MODIS,22.699,332.83,82.81,0.51,0.831,D,water,162.39,0.2868,319.62,0.113883,0.006348,0.13256,0.186132,0.360399,0.033154,0.080612,0.086912,0.0,crops,0.360399,1,1,1,1,1,19.148,30.91,Agricultural Fire
demo_000851,synthetic_demo,True,26.650967,72.056028,2026-07-30T08:54:00,VIIRS,VIIRS,20.502,297.224,38.08,0.469,0.428,D,forest,1240.79,0.1674,725.71,0.059288,0.078731,0.065504,0.000964,0.038757,0.178944,0.002081,0.571999,0.003731,bare,0.571999,5,5,10,11,11,14.552,23.489,Unknown / Other
demo_000468,synthetic_demo,True,31.41022,73.076671,2026-07-29T01:50:00,VIIRS,VIIRS,72.428,318.105,76.02,1.387,0.439,N,none,2840.3,0.0827,160.02,0.011569,0.147424,0.115781,0.014136,0.597511,0.034458,0.030101,0.048915,0.000106,crops,0.597511,1,2,4,4,4,75.58,119.981,Agricultural Fire
demo_000238,synthetic_demo,True,22.266141,75.419645,2026-05-02T05:00:00,VIIRS,VIIRS,113.619,339.777,88.17,1.416,1.833,N,industrial,846.77,0.1448,259.56,0.005095,0.430884,0.321168,0.002415,0.006973,0.200412,0.010416,0.022632,5e-06,trees,0.430884,1,1,3,2,2,106.318,174.112,Wildfire / Natural Fire
demo_000799,synthetic_demo,True,23.340077,85.741743,2026-03-26T17:33:00,VIIRS,VIIRS,107.134,326.841,98.27,0.912,0.751,D,warehouse,235.64,0.8843,126.82,0.092017,0.009675,0.046894,0.0,0.01624,0.01201,0.707485,0.115604,7.4e-05,built,0.707485,70,425,425,491,491,81.275,107.134,Persistent Thermal Source
demo_000699,synthetic_demo,True,22.457486,85.71799,2026-01-12T03:47:00,VIIRS,MODIS,133.306,335.508,98.92,1.272,0.924,D,industrial,223.7,0.844,690.73,0.026098,0.154505,0.012521,0.001648,0.000162,0.002858,0.467634,0.334427,0.000146,built,0.467634,47,297,375,363,363,135.744,172.142,Persistent Thermal Source
demo_000450,synthetic_demo,True,30.124371,75.9733,2026-07-25T05:46:00,MODIS,VIIRS,38.142,340.164,62.97,1.689,1.719,D,none,620.66,0.2326,797.04,0.003362,0.046219,0.1035,0.015688,0.603544,0.033849,0.096014,0.097825,0.0,crops,0.603544,1,2,5,4,4,37.204,47.757,Agricultural Fire
demo_000377,synthetic_demo,True,22.953266,80.18958,2026-03-15T06:06:00,VIIRS,VIIRS,83.632,340.799,91.62,0.393,0.492,N,forest,1616.96,0.0152,1634.19,0.022078,0.654216,0.0827,0.001458,0.000245,0.123256,0.020713,0.093626,0.001707,trees,0.654216,2,6,13,11,11,85.388,150.704,Wildfire / Natural Fire
demo_000319,synthetic_demo,True,21.781355,77.258764,2026-06-13T06:30:00,MODIS,VIIRS,121.636,357.501,96.32,0.619,0.714,D,industrial,2132.9,0.1138,323.86,0.059046,0.338244,0.147693,0.021119,0.192791,0.130996,0.054036,0.056075,0.0,trees,0.338244,3,8,8,8,8,112.647,196.827,Wildfire / Natural Fire
demo_000370,synthetic_demo,True,22.325297,77.014297,2026-03-24T11:20:00,VIIRS,MODIS,493.784,336.503,76.15,0.421,1.112,D,industrial,3253.01,0.0256,4179.4,0.018717,0.414125,0.144725,0.071986,0.117224,0.193924,0.00191,0.037254,0.000134,trees,0.414125,4,5,15,11,11,381.65,493.784,Wildfire / Natural Fire
demo_000583,synthetic_demo,True,29.787784,76.623215,2026-04-28T08:42:00,VIIRS,MODIS,46.252,327.091,69.92,1.579,1.136,D,warehouse,390.8,0.2128,353.42,0.010856,0.074528,0.299561,0.035506,0.354106,0.019378,0.042972,0.163094,0.0,crops,0.354106,1,1,2,2,2,38.185,46.252,Agricultural Fire
demo_000168,synthetic_demo,True,20.63003,75.107457,2026-05-13T22:10:00,VIIRS,MODIS,85.245,347.142,73.44,1.616,0.806,D,none,205.46,0.7559,2574.85,0.003647,0.110275,0.175584,0.017298,0.007775,0.02355,0.432953,0.228919,0.0,built,0.432953,1,2,3,4,4,69.306,94.168,Industrial Fire
demo_000457,synthetic_demo,True,30.100923,73.642404,2026-08-10T05:44:00,VIIRS,VIIRS,36.524,332.107,66.99,0.825,2.144,D,warehouse,304.59,0.1827,633.56,0.000634,0.024475,0.257893,0.00307,0.478665,0.012136,0.062246,0.16088,0.0,crops,0.478665,1,1,1,1,1,35.507,51.9,Agricultural Fire
demo_000518,synthetic_demo,True,30.746668,76.140391,2026-03-09T04:09:00,MODIS,MODIS,31.193,339.917,93.15,1.452,1.131,D,forest,1266.8,0.2305,,0.055919,0.11699,0.105999,0.002121,0.518308,0.061501,0.002806,0.136357,0.0,crops,0.518308,1,2,5,4,4,32.393,55.619,Agricultural Fire
demo_000637,synthetic_demo,True,22.627217,86.106862,2026-05-21T03:19:00,MODIS,MODIS,78.536,338.299,90.38,0.526,1.582,D,farm,368.89,0.8166,303.31,0.032024,0.049825,0.001148,9.1e-05,0.051883,0.007886,0.761566,0.095578,0.0,built,0.761566,125,528,528,541,541,63.944,89.966,Persistent Thermal Source
demo_000015,synthetic_demo,True,19.542838,71.482351,2026-06-30T07:53:00,VIIRS,MODIS,51.588,337.848,84.29,0.941,0.83,D,none,110.26,0.9155,1855.99,0.155522,0.036511,0.005264,6.5e-05,0.037247,0.004167,0.666033,0.095151,4e-05,built,0.666033,9,24,24,25,25,53.024,83.668,Industrial Fire
demo_000019,synthetic_demo,True,19.435472,71.182616,2026-08-05T23:12:00,VIIRS,VIIRS,66.718,323.222,78.01,0.473,0.379,D,forest,256.25,0.9552,1618.17,0.04343,0.00505,0.015914,0.126452,0.043797,0.00023,0.634643,0.130485,0.0,built,0.634643,3,11,20,19,19,61.07,81.339,Industrial Fire
demo_000375,synthetic_demo,True,23.473491,79.070716,2026-05-19T08:41:00,MODIS,VIIRS,125.121,345.763,67.18,0.46,1.318,D,water,2057.53,0.0296,1588.44,0.125307,0.472454,0.270444,0.002204,0.035215,0.02758,0.004972,0.061355,0.000468,trees,0.472454,1,7,12,10,10,89.03,125.121,Wildfire / Natural Fire
demo_000754,synthetic_demo,True,23.535938,87.156902,2026-06-13T05:05:00,MODIS,VIIRS,76.265,338.341,97.39,1.64,2.085,D,farm,462.15,0.9265,1283.84,0.029787,0.002684,0.00792,0.081657,0.0,0.001519,0.585172,0.291259,0.0,built,0.585172,18,44,84,95,95,68.868,78.015,Persistent Thermal Source
demo_000939,synthetic_demo,True,24.587142,71.084223,2026-01-08T10:43:00,MODIS,MODIS,10.433,309.346,77.89,0.812,0.529,D,farm,2203.87,0.0332,1635.17,0.024094,0.026213,0.070738,0.0,0.123729,0.063434,0.218474,0.4475,0.025817,bare,0.4475,2,3,5,6,6,9.194,15.02,Unknown / Other
demo_000386,synthetic_demo,True,22.09028,78.808104,2026-03-17T06:47:00,MODIS,MODIS,38.43,355.267,77.87,1.675,0.771,D,none,960.0,0.1306,428.79,0.15282,0.375438,0.124682,0.108283,0.012449,0.077371,0.047057,0.099705,0.002196,trees,0.375438,1,4,11,8,8,35.395,59.471,Wildfire / Natural Fire
demo_000873,synthetic_demo,True,24.802162,72.360887,2026-04-22T04:12:00,VIIRS,MODIS,9.672,317.762,69.95,1.77,1.189,D,farm,4284.36,0.1913,1316.17,0.054324,0.049513,0.025215,0.004387,0.000956,0.173954,0.016402,0.675236,1.4e-05,bare,0.675236,1,4,4,6,6,8.067,11.747,Unknown / Other
demo_000592,synthetic_demo,True,32.299937,75.56933,2026-08-21T14:59:00,VIIRS,MODIS,62.861,314.461,83.13,1.072,1.871,D,industrial,464.62,0.2865,1102.68,0.178632,0.037555,0.060686,0.001862,0.56943,0.054902,0.011733,0.085199,0.0,crops,0.56943,1,2,2,3,3,58.693,100.004,Agricultural Fire
demo_000578,synthetic_demo,True,32.315493,74.447808,2026-04-20T07:27:00,VIIRS,VIIRS,21.335,320.874,85.14,1.105,1.281,N,forest,961.07,0.2521,867.62,0.074546,0.004764,0.048242,0.243569,0.519378,0.094351,0.00422,0.010928,1e-06,crops,0.519378,1,4,4,4,4,15.353,21.335,Agricultural Fire
demo_000534,synthetic_demo,True,30.145944,76.588008,2026-04-27T10:39:00,MODIS,VIIRS,37.273,332.67,68.77,1.085,1.047,D,farm,399.36,0.0847,631.18,0.058343,0.049336,0.150985,0.000558,0.569153,0.125143,0.023343,0.02314,0.0,crops,0.569153,1,2,3,3,3,32.376,52.805,Agricultural Fire
demo_000207,synthetic_demo,True,22.316067,75.879585,2026-04-28T03:04:00,MODIS,MODIS,106.37,348.976,75.17,0.667,0.579,D,industrial,882.43,0.096,630.2,0.227786,0.330252,0.027312,0.000791,0.030526,0.334474,0.001571,0.047289,0.0,shrub_scrub,0.334474,2,4,15,11,11,88.242,155.36,Wildfire / Natural Fire
demo_000785,synthetic_demo,True,21.39535,85.238386,2026-06-01T11:03:00,MODIS,VIIRS,115.604,335.283,87.97,1.478,1.005,D,none,23.81,0.6223,563.79,0.170369,0.191827,0.020215,0.02736,0.19438,0.001074,0.369782,0.024992,0.0,built,0.369782,50,99,192,245,245,106.763,122.779,Persistent Thermal Source
demo_000401,synthetic_demo,True,29.723707,74.01555,2026-08-11T16:04:00,VIIRS,MODIS,54.468,327.049,62.6,0.582,0.949,D,industrial,1308.33,0.0755,1738.07,0.000291,0.027093,0.079786,0.095622,0.29688,0.21506,0.117544,0.167722,1e-06,crops,0.29688,1,3,3,4,4,54.803,88.931,Agricultural Fire
demo_000611,synthetic_demo,True,23.308148,82.795138,2026-02-07T20:40:00,VIIRS,VIIRS,98.107,331.972,98.91,0.525,1.076,D,none,175.93,0.5815,431.97,0.025509,0.01524,0.082994,1e-06,0.034712,0.043947,0.515038,0.282559,0.0,built,0.515038,78,323,394,575,575,72.953,113.364,Persistent Thermal Source
demo_000750,synthetic_demo,True,23.186907,86.425751,2026-01-23T04:01:00,MODIS,MODIS,113.776,344.986,83.64,1.224,1.807,D,industrial,114.81,0.7943,654.86,0.014687,0.129381,0.00338,0.083372,0.005996,0.025874,0.502396,0.23456,0.000356,built,0.502396,62,152,347,445,445,115.386,137.411,Persistent Thermal Source
demo_000496,synthetic_demo,True,30.11872,71.650426,2026-05-25T23:21:00,VIIRS,MODIS,72.881,324.89,68.99,1.664,1.491,N,water,792.33,0.1978,1480.89,0.012681,0.070962,0.249755,0.082022,0.439185,0.038422,0.033224,0.073749,0.0,crops,,1,1,3,3,3,65.716,84.806,Agricultural Fire
demo_000736,synthetic_demo,True,23.107589,87.807317,2026-02-26T19:16:00,VIIRS,MODIS,90.022,344.342,84.04,0.816,1.553,N,industrial,165.67,0.702,228.0,0.10529,0.000172,0.003823,0.01734,1e-06,2.7e-05,0.676887,0.19646,0.0,built,0.676887,156,161,375,446,446,85.772,148.089,Persistent Thermal Source
demo_000104,synthetic_demo,True,20.01756,73.054033,2026-06-19T07:27:00,MODIS,VIIRS,100.955,338.77,74.48,1.079,1.527,D,none,100.87,0.5853,711.2,0.051623,0.026095,0.004205,0.021196,0.002221,0.0,0.83246,0.0622,0.0,built,0.83246,6,7,14,16,16,89.807,102.316,Industrial Fire
demo_000340,synthetic_demo,True,22.89439,79.582344,2026-03-06T01:41:00,MODIS,VIIRS,107.997,337.013,82.02,1.384,1.538,D,none,807.34,0.1172,123.61,0.211277,0.434208,0.029998,0.094521,0.010311,0.086051,0.020934,0.110244,0.002456,trees,0.434208,1,1,1,1,1,79.149,126.508,Wildfire / Natural Fire
demo_000074,synthetic_demo,True,19.649085,71.398985,2026-01-13T17:34:00,VIIRS,VIIRS,111.643,326.77,78.12,0.75,1.992,N,industrial,456.34,0.921,785.89,0.117233,0.003814,0.053425,0.002116,0.09314,0.000112,0.54965,0.180511,0.0,built,,3,5,16,12,12,86.919,111.643,Industrial Fire
demo_000810,synthetic_demo,True,26.009923,70.35533,2026-07-09T18:23:00,VIIRS,MODIS,17.263,311.167,59.57,1.794,1.795,D,water,3148.59,0.093,782.06,0.010896,0.210872,0.067106,0.017526,0.021845,0.151736,0.076728,0.443279,1.3e-05,bare,0.443279,1,2,2,3,3,14.296,17.263,Unknown / Other
demo_000612,synthetic_demo,True,23.864119,87.508842,2026-02-11T21:13:00,VIIRS,VIIRS,90.014,331.576,97.48,1.627,1.476,D,warehouse,132.26,0.645,1671.63,0.049345,0.020539,0.0,0.0,0.004579,0.000352,0.848516,0.076638,3e-05,built,0.848516,33,66,223,160,160,81.573,136.603,Persistent Thermal Source
demo_000606,synthetic_demo,True,22.100764,86.645389,2026-03-01T15:29:00,MODIS,MODIS,75.968,336.832,84.13,0.94,1.726,D,none,560.51,0.9063,1500.17,0.015012,0.018091,0.007735,0.01984,0.029689,0.002943,0.670253,0.236437,0.0,built,0.670253,36,85,109,133,133,59.06,101.115,Persistent Thermal Source
demo_000942,synthetic_demo,True,26.451499,68.08537,2026-04-26T16:22:00,VIIRS,MODIS,44.08,309.15,59.06,1.215,1.655,D,industrial,5008.61,0.1412,671.03,0.048666,0.082895,0.136486,0.033541,0.081652,0.219963,0.001322,0.395404,7.2e-05,bare,0.395404,1,3,4,6,6,42.627,59.288,Unknown / Other
demo_000669,synthetic_demo,True,23.984629,86.093678,2026-06-20T11:34:00,VIIRS,MODIS,162.384,332.726,80.08,1.53,1.695,D,forest,124.34,0.906,1207.67,0.019449,0.064728,0.019672,0.000262,0.090682,0.004996,0.640269,0.159939,2e-06,built,0.640269,18,41,113,97,97,144.787,186.616,Persistent Thermal Source
demo_000066,synthetic_demo,True,21.159934,72.576386,2026-04-15T00:57:00,MODIS,VIIRS,109.609,339.252,91.64,0.426,0.824,D,forest,307.93,0.7287,429.02,0.020725,0.010916,0.068491,0.000904,0.000266,0.006059,0.833683,0.058251,0.000707,built,0.833683,2,5,8,10,10,89.781,150.908,Industrial Fire
demo_000773,synthetic_demo,True,23.091124,85.735041,2026-08-16T18:36:00,VIIRS,MODIS,86.796,335.435,82.07,0.522,0.551,D,industrial,118.74,0.7182,1555.17,0.006509,0.020046,0.009561,0.0,0.101962,0.006036,0.69524,0.15403,0.006616,built,0.69524,288,292,461,603,603,81.236,141.214,Persistent Thermal Source
demo_000793,synthetic_demo,True,22.249102,87.173184,2026-08-06T20:33:00,VIIRS,MODIS,95.169,337.356,81.4,0.909,0.934,D,farm,44.01,0.7933,323.07,0.006625,0.072677,0.024903,0.002247,0.002815,0.023016,0.746351,0.121366,0.0,built,0.746351,22,34,94,100,100,68.791,95.169,Persistent Thermal Source
demo_000259,synthetic_demo,True,21.945515,77.80303,2026-04-30T23:57:00,MODIS,MODIS,91.514,353.639,92.11,0.353,0.366,D,forest,3379.68,0.0393,1040.68,0.029829,0.343695,0.041033,0.111194,0.143329,0.231055,3.4e-05,0.099292,0.00054,trees,0.343695,1,2,4,4,4,85.196,92.65,Wildfire / Natural Fire
demo_000217,synthetic_demo,True,22.615535,75.76242,2026-04-27T18:59:00,VIIRS,MODIS,122.69,337.94,81.51,0.863,1.952,D,water,1905.08,0.0255,505.85,0.091354,0.19558,0.272341,0.061464,0.142197,0.187189,0.013171,0.036609,9.4e-05,grass,0.272341,1,4,10,8,8,123.221,172.518,Wildfire / Natural Fire
demo_000520,synthetic_demo,True,29.282921,74.213968,2026-03-16T14:38:00,MODIS,VIIRS,15.918,326.554,80.55,0.626,1.227,D,industrial,574.53,0.2112,922.38,0.046951,0.205332,0.116297,0.014729,0.334812,0.001559,0.104904,0.175417,0.0,crops,0.334812,1,1,2,2,2,15.314,25.865,Agricultural Fire
demo_000145,synthetic_demo,True,18.668962,75.084792,2026-03-16T11:11:00,VIIRS,VIIRS,99.928,323.084,85.74,0.366,1.493,N,industrial,251.37,0.8669,856.09,0.18082,0.030292,0.031204,8.1e-05,0.021939,0.0,0.597804,0.137859,0.0,built,0.597804,3,19,21,19,19,84.144,143.617,Industrial Fire
demo_000092,synthetic_demo,True,18.734039,72.966906,2026-01-17T22:04:00,MODIS,VIIRS,40.41,331.839,90.76,0.729,0.648,D,industrial,242.51,0.6859,489.4,0.005194,0.035066,0.077728,0.005266,0.11672,0.000889,0.700365,0.058772,0.0,built,0.700365,3,9,20,20,20,37.883,45.578,Industrial Fire
demo_000059,synthetic_demo,True,18.749057,75.341359,2026-03-20T23:16:00,VIIRS,MODIS,132.296,320.96,74.53,1.626,1.636,D,none,105.79,0.7039,1955.89,0.067195,7.5e-05,0.001927,0.000325,0.00236,0.005041,0.784956,0.110975,0.027146,built,0.784956,1,3,3,4,4,112.028,134.458,Industrial Fire
demo_000979,synthetic_demo,True,25.703859,72.101815,2026-07-27T10:18:00,MODIS,VIIRS,24.924,315.937,84.69,1.399,0.658,N,forest,10256.81,0.0636,903.68,0.021047,0.048184,0.120335,0.000304,0.123738,0.045535,0.113616,0.527229,1.2e-05,bare,0.527229,2,5,11,9,9,22.36,35.771,Unknown / Other
demo_000965,synthetic_demo,True,28.346894,69.421809,2026-06-04T20:49:00,VIIRS,VIIRS,16.86,304.306,67.01,0.833,1.498,D,forest,1254.09,0.0599,1322.35,0.097534,0.03881,0.144983,0.11772,0.011569,0.063983,0.107983,0.417413,5e-06,bare,0.417413,1,3,3,4,4,15.474,25.002,Unknown / Other
demo_000856,synthetic_demo,True,25.301784,70.556122,2026-04-13T03:16:00,VIIRS,MODIS,5.023,328.186,59.25,1.163,1.218,N,farm,1725.55,0.138,804.24,0.194431,0.087128,0.045663,0.029988,0.039699,0.215907,0.059437,0.326803,0.000944,bare,0.326803,2,4,7,5,5,4.355,6.662,Unknown / Other
demo_000380,synthetic_demo,True,20.79734,77.278535,2026-07-26T10:51:00,MODIS,VIIRS,280.255,362.392,82.56,0.871,2.146,D,industrial,2282.0,0.1018,730.76,0.066511,0.365293,0.185852,0.009175,0.005214,0.216004,0.059322,0.092629,0.0,trees,0.365293,1,7,9,9,9,268.075,323.255,Wildfire / Natural Fire
demo_000734,synthetic_demo,True,22.886009,86.469494,2026-01-11T05:42:00,VIIRS,MODIS,118.495,341.289,98.38,1.276,1.422,D,none,159.07,0.7942,345.74,0.020085,0.075452,0.02616,0.00049,0.030119,0.003652,0.796326,0.047716,0.0,built,0.796326,108,272,781,713,713,107.581,141.909,Persistent Thermal Source
demo_000577,synthetic_demo,True,31.452658,77.305693,2026-06-23T07:25:00,MODIS,VIIRS,34.17,325.51,75.83,1.174,0.6,D,warehouse,1122.11,0.2736,3644.62,0.023945,0.010446,0.042604,0.000947,0.729365,0.071336,0.023873,0.097484,0.0,crops,0.729365,1,1,3,3,3,27.915,47.026,Agricultural Fire
demo_000051,synthetic_demo,True,20.399128,72.750823,2026-08-08T02:24:00,MODIS,MODIS,70.58,336.662,97.29,0.675,1.204,D,water,346.07,0.5732,1365.5,0.046677,0.074508,0.057001,0.029372,0.025675,0.0,0.68756,0.079208,0.0,built,0.68756,7,20,24,21,21,67.212,83.352,Industrial Fire
demo_000990,synthetic_demo,True,28.283611,71.023916,2026-06-01T08:47:00,VIIRS,VIIRS,6.882,312.539,63.7,1.542,1.411,D,water,3814.69,0.0098,,0.091078,0.060086,0.036955,1.1e-05,0.130519,0.241904,0.024806,0.409473,0.005167,bare,0.409473,2,4,4,5,5,7.076,10.033,Unknown / Other
demo_000213,synthetic_demo,True,23.41287,77.44259,2026-06-05T00:02:00,MODIS,MODIS,55.293,358.327,65.84,1.379,1.996,D,none,878.82,0.0771,585.23,0.036558,0.504135,0.087273,0.00813,0.035921,0.308411,0.001761,0.017811,0.0,trees,0.504135,1,2,3,4,4,46.932,80.135,Wildfire / Natural Fire
